,Train_total_loss,Train_seq_loss,Train_murmur_loss,Val_total_loss,Val_seq_loss,Val_murmur_loss
0,1.2558835084424245,0.5397110235860837,0.7161724736972913,1.253744651738394,0.5392844870233086,0.7144601602744456
1,1.2470316513001236,0.5374009574026894,0.7096306876864604,1.2435955963755205,0.5368647054385038,0.7067308713606747
2,1.2367438415803609,0.5349252754799729,0.7018185810067249,1.2315735186509795,0.5342065277279737,0.6973669864823661
3,1.2251877262179078,0.5321393267650412,0.6930484007157647,1.2195054243894339,0.5311522941649398,0.6883531506764551
4,1.214207713659458,0.5289707086532636,0.6852370062483893,1.2087370176005088,0.5277142968157781,0.6810227127790701
5,1.2050272363389105,0.5254146491292866,0.6796125884311155,1.1998666822597588,0.5239262181839438,0.6759404560701544
6,1.197441460027095,0.5215010751283347,0.67594038738315,1.1923995218146886,0.5198919182058896,0.6725075920381176
7,1.1902424316929627,0.5174759848327345,0.6727664592614725,1.1855868625240586,0.5157777628268175,0.6698091077029017
8,1.1838707938795496,0.5133659792426727,0.6705048220900456,1.179387985972017,0.5116950539952185,0.6676929319767987
9,1.1785281189368308,0.509289613321615,0.6692385155527738,1.173669233652377,0.5077217217507417,0.6659475083366145
10,1.1722020013086412,0.5053411994223878,0.6668607944537882,1.1682193246743362,0.503883669064903,0.6643356458212621
11,1.1667956942359206,0.5014666851173883,0.6653290004438723,1.1629804462851157,0.5001117012308127,0.6628687210373213
12,1.161837623284152,0.4975942035398785,0.6642434259552473,1.1578603338719915,0.4963816623872875,0.6614786799281742
13,1.156920634445609,0.4936804123411745,0.6632402202411425,1.152600368697896,0.4925176214821566,0.6600827512185696
14,1.151402648019476,0.48959512669578864,0.6618075275553643,1.1470403732557988,0.48845452711314497,0.6585858363544829
15,1.1463312875814593,0.48524050609690317,0.6610907752632308,1.1411113156101511,0.48415072645370505,0.656960598944617
16,1.1400078851011488,0.48064639933534115,0.6593614975459545,1.1350936281718587,0.47957031893204793,0.6555233088020013
17,1.1338790414150326,0.4757998539118686,0.6580791775656061,1.1290268048659702,0.47476730995263283,0.654259472678866
18,1.1275980171953568,0.4707758222118191,0.6568221999316134,1.122957733595609,0.4698244979661759,0.6531332458554134
19,1.1209526434670143,0.465735037207148,0.6552176062495148,1.1169118804921634,0.4648926444781665,0.6520192578106587
20,1.115561115323524,0.4607602311178561,0.6548008867004093,1.1110207850635365,0.46009169429822083,0.6509290885449956
21,1.1092269417725324,0.4560180969145531,0.6532088423735899,1.1053177877588263,0.455482364076132,0.6498354192420543
22,1.103992179020613,0.4514693867605401,0.652522796597403,1.0998867861496564,0.4511131393446627,0.6487736503700144
23,1.098976160843118,0.4473090235994027,0.6516671384859102,1.0946518289079696,0.4469779448394135,0.6476738876335768
24,1.0942346484100458,0.44324785909871334,0.6509867799948719,1.0897094975738686,0.44310884701492653,0.6466006563442827
25,1.0894165401369302,0.439535955767451,0.6498805862327713,1.0850319537135762,0.4394650465856694,0.6455669053453964
26,1.0844361588291593,0.4360691351623906,0.6483670304781366,1.0805403059201877,0.4360203286408127,0.6445199732765446
27,1.0806412463305766,0.43275716266271014,0.6478840892577428,1.076248235742543,0.43275805416537483,0.6434901851421888
28,1.0759358114979258,0.4296294662243544,0.6463063427788303,1.0721020379571824,0.4296323842166728,0.6424696417320187
29,1.0725103451502576,0.42660102311336734,0.6459093164470139,1.0680389844608207,0.42658859191135995,0.6414503801031604
30,1.0683769697362908,0.4236464125077399,0.6447305572285508,1.0640503184367578,0.4236121708361074,0.6404381493831607
31,1.0651122914622666,0.4207345514547581,0.6443777480817744,1.0600451403624864,0.42061260789789157,0.6394325564815765
32,1.0606871695516837,0.4177877867789101,0.6428993796672867,1.0559958500977202,0.41754773831442543,0.6384481237917857
33,1.0565584427203185,0.4147534780864212,0.6418049627809568,1.0518141962423655,0.41434929756777983,0.6374649089005662
34,1.0530915039204276,0.41149046146525986,0.6416010405918756,1.0474281731332336,0.4109333276373392,0.6364948210411032
35,1.0485005175003206,0.4080705712056069,0.6404299481373026,1.042785087074588,0.4072533484395879,0.6355317426378304
36,1.0432475482726022,0.40425755300427446,0.6389899933946841,1.0377672396576791,0.4032016788674802,0.6345655607901991
37,1.0386803357623526,0.4000736382136787,0.6386066987805169,1.0323591047168903,0.398734196535813,0.6336249041782471
38,1.033962650073821,0.3954552985512991,0.6385073546280088,1.026481142762075,0.39380323905634607,0.632677875685917
39,1.027364111186813,0.3903650390414489,0.6369990752404993,1.0201485674879107,0.3884199688216947,0.6317285906605555
40,1.020353656793974,0.38482363694407284,0.6355300204502953,1.013476682234661,0.3826834515346935,0.6307932369231177
41,1.0143631863155147,0.3788875107572244,0.6354756805374209,1.006461006146538,0.37661720942099974,0.6298438007283687
42,1.0065807927685837,0.37282953094839844,0.6337512667993159,0.9992606487254155,0.3703625073650576,0.6288981591541895
43,1.0006592787980786,0.36651361783621583,0.6341456497614066,0.9919344880398273,0.3639409680931916,0.6279935159438054
44,0.9925473445444812,0.3601823303383976,0.6323650210381548,0.9845518688715267,0.35750630895088253,0.6270455639234745
45,0.9860152873201228,0.3538135355257582,0.6322017505418182,0.9771749522978712,0.35104806266201255,0.6261268794098781
46,0.9779525750128086,0.3474135737155783,0.630538997570646,0.9697813968968667,0.3445693272295929,0.6252120714497842
47,0.9721024053384132,0.34111758677360704,0.63098482043845,0.9624501056460995,0.3381519670689093,0.6242981523681913
48,0.9643489890481167,0.3347945421385492,0.6295544456673728,0.9552068034849537,0.3318119727364367,0.6233948249631763
49,0.9578406155295734,0.32858374172426336,0.6292568769211486,0.9480583706532545,0.3255605536580461,0.622497827221189
50,0.9503086921695869,0.3224287266613668,0.6278799611605386,0.9409374338882542,0.31933128277127165,0.6216061591226432
51,0.9430017449989133,0.3164063428126511,0.6265954021862622,0.9339000609589023,0.31318859379163944,0.6207114773932434
52,0.9366796577751078,0.3105128644634014,0.6261667895954738,0.9270072184104359,0.30717859926153707,0.6198286231517292
53,0.9303664043985667,0.30471549039501494,0.6256509140035518,0.9203137121821,0.3013465679392359,0.6189671304518629
54,0.9238789574310737,0.29903386333991605,0.6248450903645735,0.9137464926850758,0.29567381339333365,0.6180726890799131
