,Epoch,Train_loss,Val_loss,Train_Frame_loss,Train_Murmur_loss,Val_seq_loss,Val_Murmur_loss
0,1,1.4062349317616938,1.4011739520703332,0.705038418706714,0.7011965077947795,0.7006311283273212,0.7005428445541253
1,2,1.3962197119007436,1.3906441252110369,0.6964020490712115,0.6998176617774922,0.6913746150873475,0.6992695101236893
2,3,1.3850236344718827,1.3778910644983842,0.6865558418791003,0.6984677946968626,0.6801330633082632,0.6977579961388798
3,4,1.3709292620897162,1.3614997176800745,0.6740159783255508,0.6969132946462048,0.6654201305518717,0.696079607939316
4,5,1.3527242106360358,1.339955804307582,0.6574082580049329,0.6953159445764212,0.6459179451910116,0.694037820323039
5,6,1.3285881431472282,1.3120412430520785,0.635619935283198,0.6929682057599501,0.6205885133500827,0.691452734753237
6,7,1.29867913120699,1.2785990500854234,0.6083283863604168,0.6903507490547336,0.5899091841810841,0.688689840041985
7,8,1.2628813582234664,1.2389443510669773,0.5760506666699498,0.6868306915535167,0.5547154248771021,0.6842289312411163
8,9,1.2214777870725284,1.1963001562377154,0.538796942305052,0.682680841972995,0.516696742833671,0.6796034263352216
9,10,1.178887219634164,1.1522447145591348,0.5008035598212819,0.6780836543718624,0.47819151544975025,0.6740532030493526
10,11,1.1357375091435957,1.1107947103047775,0.463909224867492,0.6718282791967229,0.44322599556486486,0.6675687341366784
11,12,1.0966330382683234,1.073168836609792,0.43179610000088015,0.6648369323004035,0.4136126011104907,0.6595562419648898
12,13,1.0616698486004097,1.0401896395925747,0.4045141710146185,0.6571556814323126,0.38874460559780316,0.6514450339947717
13,14,1.0308536372655541,1.0105344360157595,0.38198477813899023,0.6488688629895235,0.3677905107958842,0.642743940676673
14,15,1.0034397491354081,0.9837141534029428,0.3625617848367107,0.6408779646438981,0.3499919211460372,0.6337222412481146
15,16,0.9774551595434324,0.9591386500051466,0.34581810318167805,0.6316370553097144,0.334384074554605,0.6247545793905096
16,17,0.9536709038184219,0.9368785775313944,0.33098453927684474,0.6226863645415771,0.32052273831125033,0.6163558327545554
17,18,0.9331034369976299,0.916499443175429,0.31786838890568564,0.6152350540589839,0.30818408545801196,0.6083153706485942
18,19,0.9131664984540524,0.8969788640232409,0.3060019828802436,0.6071645104944279,0.2969417259854785,0.6000371613744963
19,20,0.8958849696513375,0.879502618110786,0.29515984305938303,0.6007251227289948,0.2866998833114818,0.592802750256102
20,21,0.8783051575735926,0.8630725161503937,0.2852814544877885,0.5930237022145834,0.27725752541574383,0.5858149867946819
21,22,0.8617313023897014,0.847557076761278,0.27611312444408626,0.585618181972956,0.2685068367901495,0.5790502424967491
22,23,0.8482960202190275,0.8332391156988629,0.2675764689081227,0.5807195499136641,0.2603008014670873,0.5729383246373322
23,24,0.8331340231819174,0.8203094470298896,0.259609710262812,0.5735243166012456,0.252629064301313,0.5676803762629881
24,25,0.8226317034790809,0.807921134617369,0.25206356822326575,0.570568137976325,0.24541924727165093,0.5625018905785124
25,26,0.8094960558960205,0.7966607582771172,0.24504987493576558,0.5644461790369941,0.23861085969512746,0.5580498998448
26,27,0.7988169193925347,0.7862340215909279,0.23834828137365152,0.5604686366216425,0.23214651861433255,0.5540875069165634
27,28,0.7884216101473362,0.7760091668468411,0.23196380224204236,0.5564578059820332,0.22599923378330167,0.5500099291235714
28,29,0.7779963891675836,0.7665585247136779,0.2259010873525365,0.5520953046177477,0.22016372933226117,0.54639478497586
29,30,0.7705462064061847,0.7575458958997565,0.22019548982102372,0.5503507185166406,0.21458848921929374,0.5429574176416558
30,31,0.7621480877795275,0.7493088207002413,0.21466764467431904,0.5474804431052084,0.2092599373247664,0.5400488756470762
31,32,0.7541695431129616,0.7413574335938793,0.20941389230852028,0.5447556503688309,0.20417765934588544,0.5371797742479939
32,33,0.7467284284108788,0.7340149228855715,0.2043753796710668,0.5423530502274624,0.19928712329622042,0.534727809287734
33,34,0.739266848011827,0.7269310959314896,0.19952396286566218,0.5397428817270346,0.19460051413309776,0.5323305889711542
34,35,0.731701195798917,0.7203643412913306,0.19488382087974213,0.5368173733411148,0.19009963450795514,0.5302646958221824
35,36,0.7247128434688823,0.7139916973598933,0.19042650326239885,0.534286336877763,0.18576956497410596,0.528222131122977
36,37,0.718639750771278,0.7078398072113425,0.18617237995029876,0.5324673729250593,0.18159557025311357,0.5262442304926404
37,38,0.7145991184996822,0.7019944732472048,0.1819730051153612,0.5326261121596806,0.1775733741158146,0.5244210971614062
38,39,0.706803484049806,0.6966067621263407,0.1780027896823373,0.5288006950660891,0.17369282568915415,0.5229139500755374
39,40,0.7028324084918406,0.6912628830489466,0.17415570328397378,0.5286767036298067,0.169942737686432,0.5213201537980872
40,41,0.6978961533100909,0.6862144967256967,0.17041483319272538,0.5274813215146062,0.16631351138575604,0.5199009905427189
41,42,0.6926552708873549,0.6812473879022113,0.16678514082952553,0.5258701318084897,0.1628048184564558,0.5184425662129613
42,43,0.6883032233492814,0.6765225390256462,0.1633079333474343,0.5249952896484275,0.1594065636901532,0.5171159663442838
43,44,0.6822521825291739,0.6721613277823238,0.15995696844544388,0.52229521434674,0.15611801521252777,0.5160433158025903
44,45,0.678980493538957,0.6679266214370727,0.1566811366283098,0.5222993581352876,0.1529215073181411,0.515005103713375
45,46,0.6730487158597008,0.6637197953159526,0.15349252489115478,0.5195561898260963,0.1498248955455877,0.5138948848692038
46,47,0.6714463751091198,0.6596559245707625,0.15043625639935454,0.5210101179207351,0.1468159355854584,0.512839974084143
